k,method,cohort,metric,users,mean,ci95_low,ci95_high,users_total,users_valid,observations_total,observations_valid,movies_total,movies_valid,comparable_pairs_total,comparable_pairs_valid,reference_pairs_total,reference_pairs_valid,status
10,BASE__FM,eligible_k,mae,117,0.6603488019278961,0.582319846804565,0.7438066185644662,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__FM,eligible_k,pa,71,0.6155035719141146,0.5336855084079689,0.6947793639813636,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,BASE__FM,eligible_k,als_mae,117,0.39982248186869435,0.34717309608694163,0.4588335348241259,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__FM,eligible_k,als_order,77,0.6442162341598605,0.5719478356775188,0.7137078700103581,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__FM,common_k30,mse,113,0.7779324946030578,0.6075275890089313,0.9634297091116157,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__FM,common_k30,mae,113,0.6583145019852441,0.5775102759013956,0.7432171481663281,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__FM,common_k30,pa,68,0.6018084680606524,0.5173060065562055,0.6835375478455038,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,BASE__FM,common_k30,als_mae,113,0.4045887740622247,0.35157001252210374,0.46395791991097407,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__FM,common_k30,als_order,74,0.653666441851026,0.5818058150398414,0.7223685040837677,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__GBT,eligible_k,mse,117,0.7762433043876983,0.6089531129783685,0.9669409184680438,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__GBT,eligible_k,mae,117,0.6684801226522965,0.5906279439288458,0.751368572038783,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__GBT,eligible_k,pa,71,0.5932689006773142,0.5102830450141498,0.6752013594766693,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,BASE__GBT,eligible_k,als_mae,117,0.4084432933112238,0.3512000832148124,0.47324689895330974,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__GBT,eligible_k,als_order,77,0.6881472481917675,0.6164662809684015,0.755954186634062,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__GBT,common_k30,mse,113,0.7777224018744198,0.6046687888366189,0.9702071297220092,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__GBT,common_k30,mae,113,0.6657476214839977,0.5853358433837945,0.75026098518142,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__GBT,common_k30,pa,68,0.5834948162300715,0.4977281232065377,0.6684131935570922,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,BASE__GBT,common_k30,als_mae,113,0.41274398919708266,0.3546282706353315,0.47833759047362334,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__GBT,common_k30,als_order,74,0.7052342987941366,0.636014475066199,0.7704341311935127,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,mse,117,0.8296294173729272,0.6509370052465357,1.0284213182687012,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,mae,117,0.6867370936204328,0.6046238465451422,0.7730127664959412,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,pa,71,0.5911947228632025,0.5086986398242,0.6708305866118048,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,als_mae,117,0.45099389422826763,0.3892389987751928,0.5195643406689635,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,als_order,77,0.656721010049865,0.5874766220825335,0.7231743308247264,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,BASE__RIDGE,common_k30,mse,113,0.8376128592658232,0.6531530806760498,1.040519296653941,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__RIDGE,common_k30,mae,113,0.6867680842334192,0.6020079491046147,0.7758289376159663,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__RIDGE,common_k30,pa,68,0.5764271697869059,0.4932331196613014,0.6574424879917702,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,BASE__RIDGE,common_k30,als_mae,113,0.45562719586273215,0.3931369883182886,0.5254057732798246,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__RIDGE,common_k30,als_order,74,0.6666781681149498,0.5981141260667122,0.7320614568459394,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,BASE__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,mse,117,0.7517938854836846,0.5905204010782279,0.92862612462418,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,mae,117,0.6512102319470376,0.5738477025869001,0.7323489844007934,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,pa,71,0.603678950951615,0.517069021525563,0.6881987259080347,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,als_mae,117,0.38764232518920233,0.3365032887894723,0.44500562442283603,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,als_order,77,0.6724967943819747,0.6031752416886502,0.7379000370542456,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,mse,113,0.7579189760006321,0.5930442781602786,0.9384976222967087,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,mae,113,0.6507478377332027,0.5717871584932455,0.7340351888096488,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,pa,68,0.5894621726439246,0.49996356389968094,0.6771214658548751,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,als_mae,113,0.39005523306966416,0.3391079268403413,0.44736207064166855,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,als_order,74,0.6844448626226853,0.6160846093418777,0.7490288277522049,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,mse,117,0.7704071825049915,0.6023598498976858,0.9586317365942258,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,mae,117,0.6498872795454619,0.5699960364901336,0.7351745947871124,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,pa,71,0.6638312323101355,0.5835857788512553,0.7410334899284676,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,als_mae,117,0.3741919752251557,0.3251758779233363,0.43005506839596414,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,als_order,77,0.7158757766697494,0.6418503541464279,0.7825114257729309,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,mse,113,0.7721361967287329,0.6001258055940496,0.963889502571535,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,mae,113,0.6466179767357699,0.5633319732627944,0.7331374271686026,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,pa,68,0.6571701919055174,0.573827242827388,0.737027513794999,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,als_mae,113,0.3768594129229246,0.3264496491966184,0.4336968319247458,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,als_order,74,0.7340869568050095,0.6632577269329298,0.7992805091676795,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,mse,117,0.8082063388970143,0.6309580038719732,1.008862017058811,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,mae,117,0.6796255310798179,0.5981564815135688,0.7673480672052753,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,pa,71,0.6218911946149764,0.5348303588407197,0.7048205680306295,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,als_mae,117,0.42508870127307125,0.3646755187562069,0.4932664417976322,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,als_order,77,0.7393366490685668,0.6739286370407455,0.7992353913011847,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,mse,113,0.8172191754404882,0.6352044361702919,1.0229106998751287,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,mae,113,0.6805481052065216,0.5973971127583444,0.7694852066522935,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,pa,68,0.6231837799983169,0.5356333748025742,0.7068950051012081,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,als_mae,113,0.42767363736254443,0.36774699815417833,0.49632966839206805,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,als_order,74,0.7404809276344098,0.6740456800366368,0.8023237644125912,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_ITEM__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,mse,117,0.7116642712370793,0.5598036648182796,0.8787295333291653,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,mae,117,0.6363603620357247,0.5610989763213392,0.7155997585264877,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,pa,71,0.6653015958863093,0.5792561145912151,0.7467000704102351,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,als_mae,117,0.3502895373385794,0.303114370211604,0.4033379065623209,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,als_order,77,0.7624318319527437,0.6959863506149387,0.8225007436139802,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,mse,113,0.7166513787504525,0.5620692905102737,0.8874989505213876,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,mae,113,0.6346220361712285,0.5574713378891328,0.7154016565958801,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,pa,68,0.6538034636786791,0.564891208643811,0.7381069499736791,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,als_mae,113,0.35057740093630324,0.3035726697042703,0.4050759652762243,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,als_order,74,0.7780259152301073,0.7143690391847931,0.8367149055608318,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,mse,117,0.734028463497611,0.5786223370095532,0.9083626832613496,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,mae,117,0.6437732204481074,0.5658647016391372,0.7249169920825559,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,pa,71,0.6992777967673514,0.620412607419286,0.7754308629498835,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,als_mae,117,0.3615925416781429,0.31371320947688897,0.4160575041689881,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,als_order,77,0.7657645285662636,0.7005886401350278,0.8257544699026745,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,mse,113,0.7375097280567171,0.5771712013355165,0.9142251447021539,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,mae,113,0.6423463403367446,0.5624517473338521,0.7254739550527155,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,pa,68,0.6974485492391137,0.6147810062152219,0.7759297143269319,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,als_mae,113,0.36176676591063833,0.31184743243945,0.41742410789035034,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,als_order,74,0.7724847121567879,0.7080085010620845,0.8305319365879711,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,mse,117,0.8546273760460529,0.6620110521656264,1.0789378779959187,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,mae,117,0.7041591770577474,0.6203606074541542,0.7950790192731266,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,pa,71,0.5747902345493102,0.49013944883200605,0.6587160248035664,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,als_mae,117,0.45737834147229545,0.39437135068023493,0.5295166524117288,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,als_order,77,0.6919646347471395,0.621466662245883,0.7582286718950774,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,mse,113,0.8594304404689749,0.6622065698666052,1.0903127573434126,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,mae,113,0.7038457986569908,0.6189178377639345,0.7957750729345369,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,pa,68,0.5838087579689694,0.49721505492758983,0.6674191113346082,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,als_mae,113,0.45887318405574784,0.39604096910337977,0.5319240175980502,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,als_order,74,0.6821794172368885,0.6100894784228117,0.7511176970085016,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,CROWD_RESPONSE__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,mse,117,0.7773950530152223,0.6106852079002656,0.9615572225706234,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,mae,117,0.6614326170885334,0.5830626584375095,0.7448223556659572,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,pa,71,0.5992474566232057,0.5169168448537872,0.6793974730561799,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,als_mae,117,0.4046338221018674,0.35150732115133565,0.4644233657170456,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,als_order,77,0.6173801106376644,0.5430155863048173,0.689352859721758,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__FM,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__FM,common_k30,mse,113,0.7822091375397842,0.6104056252672418,0.9696376902569717,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__FM,common_k30,mae,113,0.6600280302501174,0.579582223083577,0.7449506953595342,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__FM,common_k30,pa,68,0.5848351712127914,0.4999617977121138,0.6667467684606061,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,SUPPORT__FM,common_k30,als_mae,113,0.4091374471500556,0.3556857452827029,0.46918469150886977,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__FM,common_k30,als_order,74,0.6270937187265788,0.5513586157602385,0.6989906872500684,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__FM,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,mse,117,0.7938785684478251,0.6228313917652187,0.9832715764747876,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,mae,117,0.6655326531422523,0.5842059967072173,0.7521864968012318,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,pa,71,0.6141211017806514,0.5311842281456489,0.6972728260566391,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,als_mae,117,0.40611554744379463,0.35210495541505243,0.4680208070458065,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,als_order,77,0.622063463186809,0.5476686937636772,0.6926146336496762,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__GBT,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,mse,113,0.7976108425244597,0.6222029945514759,0.9898225879644703,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,mae,113,0.6641709891102912,0.5793541294782777,0.7517461189976549,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,pa,68,0.6019989935258762,0.5162666512902765,0.6873749818981194,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,als_mae,113,0.410524858101511,0.3552669457531689,0.4741362809041387,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,als_order,74,0.6360209909736617,0.5610969749331818,0.7073729139419638,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__GBT,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,mse,117,0.8430466870599213,0.6606297429858149,1.0467313490889207,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,mae,117,0.6914761619029887,0.608343153770962,0.7790422406410857,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,pa,71,0.5787834981721354,0.4961699735192188,0.6574869884300081,117,71,461,406,312,292,1664,1664,2151,2138,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,als_mae,117,0.4617565878477307,0.39923441236031515,0.5316898900224927,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,als_order,77,0.643928433665708,0.5732285747347696,0.7128649924406755,117,77,461,421,312,301,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__RIDGE,eligible_k,outside_scale,117,0.0,0.0,0.0,117,117,461,461,312,312,1664,1664,2151,2151,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,mse,113,0.851423024569972,0.6637045922003073,1.0598537412805535,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,mae,113,0.6916848907583238,0.6057847139982366,0.7821231865087814,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,pa,68,0.5634683910653503,0.4795674963092359,0.6442149909770809,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,als_mae,113,0.4664490218735764,0.4029517308690648,0.537794451894909,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,als_order,74,0.6533669737692727,0.5827570971320972,0.721459277170484,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
10,SUPPORT__RIDGE,common_k30,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,eligible_k,mse,113,0.6313280788324099,0.488998194467618,0.7900383970028584,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,eligible_k,mae,113,0.5903334117466155,0.5157926419580021,0.6698276762789331,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,eligible_k,pa,68,0.6579191978502392,0.5673323616714862,0.7435870726327493,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
30,ALS,eligible_k,als_mae,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,eligible_k,als_order,74,1.0,1.0,1.0,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,eligible_k,outside_scale,113,0.011799410029498525,0.0,0.032448377581120944,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,common_k30,mse,113,0.6313280788324099,0.488998194467618,0.7900383970028584,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,common_k30,mae,113,0.5903334117466155,0.5157926419580021,0.6698276762789331,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,common_k30,pa,68,0.6579191978502392,0.5673323616714862,0.7435870726327493,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
30,ALS,common_k30,als_mae,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,common_k30,als_order,74,1.0,1.0,1.0,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
30,ALS,common_k30,outside_scale,113,0.011799410029498525,0.0,0.032448377581120944,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,eligible_k,mse,113,0.7249704503577876,0.5631930702469435,0.9034828568776159,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,eligible_k,mae,113,0.6325162381003603,0.5535217389778273,0.716830035354303,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,eligible_k,pa,68,0.6101776639065493,0.5242892389059328,0.693251184042075,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
30,BASE__FM,eligible_k,als_mae,113,0.3452100605541587,0.30020658384409193,0.3951745177028928,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,eligible_k,als_order,74,0.6500940597627548,0.5737591475302768,0.7227829862232328,113,74,450,411,309,298,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,eligible_k,outside_scale,113,0.0,0.0,0.0,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,common_k30,mse,113,0.7249704503577876,0.5631930702469435,0.9034828568776159,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,common_k30,mae,113,0.6325162381003603,0.5535217389778273,0.716830035354303,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
30,BASE__FM,common_k30,pa,68,0.6101776639065493,0.5242892389059328,0.693251184042075,113,68,450,396,309,289,1651,1651,2137,2124,DESCRIPTIVE
30,BASE__FM,common_k30,als_mae,113,0.3452100605541587,0.30020658384409193,0.3951745177028928,113,113,450,450,309,309,1651,1651,2137,2137,DESCRIPTIVE
