round,role,block,state,row_share,unique_movie_share
1,TRAIN_INPUT,COUNTRY_LANGUAGE,known_and_oov,0.00516293415582674,0.018112660749864156
1,TRAIN_INPUT,COUNTRY_LANGUAGE,known_only,0.9948147154798623,0.9815250860351385
1,TRAIN_INPUT,ERA_RUNTIME,empty_feature_block,0.0,0.0
1,TRAIN_INPUT,ERA_RUNTIME,oov_only,0.0,0.0
1,TRAIN_INPUT,ERA_RUNTIME,known_and_oov,0.0,0.0
1,TRAIN_INPUT,ERA_RUNTIME,known_only,1.0,1.0
1,TRAIN_INPUT,DIRECTOR,empty_feature_block,2.2350364310938267e-05,0.0003622532149972831
1,TRAIN_INPUT,DIRECTOR,oov_only,0.7352934602834026,0.8625249049085311
1,TRAIN_INPUT,DIRECTOR,known_and_oov,0.001005766393992222,0.0021735192899836986
1,TRAIN_INPUT,DIRECTOR,known_only,0.26367842295829425,0.13493932258648794
1,TRAIN_INPUT,CAST,empty_feature_block,0.00016762773233203703,0.0014490128599891324
1,TRAIN_INPUT,CAST,oov_only,0.38654955075767733,0.6254301756928092
1,TRAIN_INPUT,CAST,known_and_oov,0.6131822448705914,0.3722151784097084
1,TRAIN_INPUT,CAST,known_only,0.0001005766393992222,0.0009056330374932077
1,TRAIN_INPUT,COMPANY_COLLECTION,empty_feature_block,0.0007710875687273703,0.009599710197428002
1,TRAIN_INPUT,COMPANY_COLLECTION,oov_only,0.24840194895176793,0.38851657308458615
1,TRAIN_INPUT,COMPANY_COLLECTION,known_and_oov,0.6554914845111975,0.5174787176236189
1,TRAIN_INPUT,COMPANY_COLLECTION,known_only,0.09533547896830719,0.08440499909436697
1,VALIDATION_TARGET,GENRE,empty_feature_block,6.09186532916379e-05,0.00013633884748227596
1,VALIDATION_TARGET,GENRE,oov_only,0.0,0.0
1,VALIDATION_TARGET,GENRE,known_and_oov,0.0,0.0
1,VALIDATION_TARGET,GENRE,known_only,0.9999390813467084,0.9998636611525177
1,VALIDATION_TARGET,KEYWORD,empty_feature_block,0.08587499492344555,0.17510452644973643
1,VALIDATION_TARGET,KEYWORD,oov_only,0.1461438492466393,0.22964006544264678
1,VALIDATION_TARGET,KEYWORD,known_and_oov,0.745461560329773,0.5505362661334303
1,VALIDATION_TARGET,KEYWORD,known_only,0.022519595500142143,0.04471914197418651
1,VALIDATION_TARGET,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
1,VALIDATION_TARGET,COUNTRY_LANGUAGE,oov_only,0.003309913495512326,0.007089620069078349
1,VALIDATION_TARGET,COUNTRY_LANGUAGE,known_and_oov,0.03748527799212119,0.06685148154880931
1,VALIDATION_TARGET,COUNTRY_LANGUAGE,known_only,0.9592048085123664,0.9260588983821123
1,VALIDATION_TARGET,ERA_RUNTIME,empty_feature_block,0.0,0.0
1,VALIDATION_TARGET,ERA_RUNTIME,oov_only,4.06124355277586e-05,9.089256498818396e-05
1,VALIDATION_TARGET,ERA_RUNTIME,known_and_oov,0.08735734882020875,0.06185239047445919
1,VALIDATION_TARGET,ERA_RUNTIME,known_only,0.9126020387442635,0.9380567169605526
1,VALIDATION_TARGET,DIRECTOR,empty_feature_block,0.0005482678796247411,0.0012270496273404836
1,VALIDATION_TARGET,DIRECTOR,oov_only,0.9038703651057954,0.9508725686238866
1,VALIDATION_TARGET,DIRECTOR,known_and_oov,0.0010356171059578442,0.0011361570623522996
1,VALIDATION_TARGET,DIRECTOR,known_only,0.09454574990862202,0.04676422468642065
1,VALIDATION_TARGET,CAST,empty_feature_block,0.016184055557811803,0.031357934920923466
1,VALIDATION_TARGET,CAST,oov_only,0.654266336352191,0.8115342664970006
1,VALIDATION_TARGET,CAST,known_and_oov,0.3292044023880112,0.15669878203962917
1,VALIDATION_TARGET,CAST,known_only,0.0003452057019859481,0.00040901654244682785
1,VALIDATION_TARGET,COMPANY_COLLECTION,empty_feature_block,0.030276570685944037,0.06207962188692965
1,VALIDATION_TARGET,COMPANY_COLLECTION,oov_only,0.5134833285952158,0.6486547900381748
1,VALIDATION_TARGET,COMPANY_COLLECTION,known_and_oov,0.4141250050765544,0.2415015451736048
1,VALIDATION_TARGET,COMPANY_COLLECTION,known_only,0.04211509564228567,0.047764042901290674
1,VALIDATION_INPUT30,GENRE,empty_feature_block,0.0,0.0
1,VALIDATION_INPUT30,GENRE,oov_only,0.0,0.0
1,VALIDATION_INPUT30,GENRE,known_and_oov,0.0,0.0
1,VALIDATION_INPUT30,GENRE,known_only,1.0,1.0
1,VALIDATION_INPUT30,KEYWORD,empty_feature_block,0.010666666666666666,0.025495750708215296
1,VALIDATION_INPUT30,KEYWORD,oov_only,0.06977777777777777,0.11643059490084987
1,VALIDATION_INPUT30,KEYWORD,known_and_oov,0.9123333333333333,0.8419263456090652
1,VALIDATION_INPUT30,KEYWORD,known_only,0.007222222222222222,0.01614730878186969
1,VALIDATION_INPUT30,COUNTRY_LANGUAGE,empty_feature_block,0.0,0.0
1,VALIDATION_INPUT30,COUNTRY_LANGUAGE,oov_only,0.00022222222222222223,0.0005665722379603399
