role,k,activity,item_support,method,users,mse,mse_users,mse_low,mse_high,mae,mae_users,mae_low,mae_high,pair_accuracy,pair_accuracy_users,pair_accuracy_low,pair_accuracy_high,direct_rate,direct_rate_users,direct_rate_low,direct_rate_high,movies,rating_pairs,round_rating_instances,status,mse_status,mae_status,pair_accuracy_status,direct_rate_status
evaluation,5,30_99,0,ALS,24,0.8366463905815312,24,,,0.7050035474904321,24,,,0.5,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,0,FM,24,0.8554588958805268,24,,,0.7241780424984534,24,,,0.49756077960137257,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,0,ALS_FM,24,0.8554588958805268,24,,,0.7241780424984534,24,,,0.49756077960137257,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,0,RIDGE,24,0.83647304608649,24,,,0.7249197905351886,24,,,0.549126166572101,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,0,GBT,24,0.8288178840921362,24,,,0.700763995417976,24,,,0.5377037786031578,21,,,0.0,24,,,590,948,1384,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,1_9,ALS,18,1.6968710748100468,18,,,1.0360813898618424,18,,,0.5448174097232306,17,,,1.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,1_9,FM,18,1.0417041167070609,18,,,0.7869462051469498,18,,,0.5988548765925505,17,,,1.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,1_9,ALS_FM,18,1.0305695319439896,18,,,0.7965374607300284,18,,,0.6009607208608025,17,,,1.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,1_9,RIDGE,18,1.101094329558462,18,,,0.8214514082718982,18,,,0.5858122431425973,17,,,1.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,1_9,GBT,18,1.1050872889691856,18,,,0.8120607784634547,18,,,0.49467690720877233,17,,,1.0,18,,,323,364,435,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,10_49,ALS,20,1.1081863748281107,20,,,0.8492676379881002,20,,,0.64086155529687,18,,,1.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,10_49,FM,20,0.7271997294351834,20,,,0.6665434810122866,20,,,0.6580630587186314,18,,,1.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,10_49,ALS_FM,20,0.7391162994965496,20,,,0.6804362854860975,20,,,0.6704167404234374,18,,,1.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,10_49,RIDGE,20,0.7327619162380972,20,,,0.6920793290064922,20,,,0.6554396155657101,18,,,1.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,10_49,GBT,20,0.6975138412267283,20,,,0.6562526610515362,20,,,0.6074627992899314,18,,,1.0,20,,,427,610,767,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,50_PLUS,ALS,24,1.0870285534605462,24,,,0.8566794119257443,24,,,0.6310324777091193,24,,,1.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,50_PLUS,FM,24,0.655434405278308,24,,,0.6217689239778049,24,,,0.6641540335980499,24,,,1.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,50_PLUS,ALS_FM,24,0.6844983353242879,24,,,0.6502693569567525,24,,,0.673261825299272,24,,,1.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,50_PLUS,RIDGE,24,0.7356096245339171,24,,,0.6900546697407036,24,,,0.6213035446099385,24,,,1.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,30_99,50_PLUS,GBT,24,0.7228686229819447,24,,,0.6653310395075923,24,,,0.6319798965901162,24,,,1.0,24,,,432,931,1238,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS,UNDER_30_USERS
evaluation,5,100_299,ALL,ALS,89,1.3407961767841636,89,1.1095751820289002,1.635715076919147,0.884607228625282,89,0.8057299337439756,0.9651829433896888,0.5267845040798756,85,0.5045791610934287,0.5495697386838341,0.6177701692176685,89,0.5807892821008099,0.6537132025315026,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,ALL,FM,89,1.1432085607937872,89,0.9521829942979332,1.3674008208011368,0.8150407336048597,89,0.7471245374307196,0.8905316982901118,0.5426882997212895,85,0.5138215417358448,0.5702210358971525,0.6177701692176685,89,0.580158347894597,0.6540389942003331,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,ALL,ALS_FM,89,1.1207034564290368,89,0.9235576857651017,1.3401850894182818,0.8142163739640138,89,0.744094848711116,0.8901859977272084,0.5433497439370688,85,0.5155175418226619,0.5689139902465954,0.6177701692176685,89,0.5820041646856758,0.6542119505572894,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,ALL,RIDGE,89,1.192265329661497,89,0.9475671431891542,1.475069747632884,0.828935091646929,89,0.746166367750433,0.9206936198257815,0.5553590247710196,85,0.5250537525077318,0.5852055071717956,0.6177701692176685,89,0.580035793095042,0.6515228851634525,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,ALL,GBT,89,1.1181134806278243,89,0.8931262563408446,1.3664559620805337,0.790002268119545,89,0.7119607029458581,0.8742019447979249,0.5567487703367542,85,0.5341103869300722,0.5802009088206019,0.6177701692176685,89,0.5811760075358887,0.6539513479911435,4821,10366,17306,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,0,ALS,86,0.9896326998152328,86,0.7782429737868247,1.234591218941239,0.741279341924708,86,0.6592153186249498,0.8316586737635966,0.5,78,0.5,0.5,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,0,FM,86,1.0929577253478602,86,0.9034037587832746,1.3056010564486835,0.8147700738134086,86,0.7375354611812005,0.8942019133567632,0.5643939923185232,78,0.5240761604984528,0.6065491782379444,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,0,ALS_FM,86,1.0929577253478602,86,0.9040195349964004,1.309856370836446,0.8147700738134086,86,0.7420131315762688,0.8941320629696188,0.5643939923185232,78,0.5246005363288163,0.6056984495108263,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,0,RIDGE,86,1.1137159650195987,86,0.8764582862534838,1.4058862916593606,0.8032539304867946,86,0.7161786894170673,0.8971909696221424,0.5474423512141683,78,0.5007325268869661,0.5930726677264938,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,0,GBT,86,1.0336681104280785,86,0.8236797529536243,1.2879628061531863,0.7644380873834704,86,0.6856724291331412,0.8480994198518674,0.5547172244018687,78,0.5096128061090304,0.5983536477554741,0.0,86,0.0,0.0,2529,4414,7173,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,1_9,ALS,78,2.0311297940292943,78,1.6504717366509396,2.5328236000240234,1.15638191915139,78,1.0429029119821176,1.2768100927298456,0.5633886813379282,61,0.5120674704146863,0.6118669286409979,1.0,78,1.0,1.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,1_9,FM,78,1.0709081639225302,78,0.8295499800127433,1.3386064191275389,0.7842849626490944,78,0.6950194494398308,0.8815081097610244,0.5160000324250867,61,0.45612511702091046,0.5736488152274231,1.0,78,1.0,1.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,1_9,ALS_FM,78,1.076146973799888,78,0.8420926595582034,1.3651469461473686,0.8123777570627572,78,0.7290177315683277,0.9073323879947822,0.5284411148795031,61,0.46605796824083623,0.5908503074951861,1.0,78,1.0,1.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,1_9,RIDGE,78,1.0510792491370402,78,0.7719200225202417,1.4247780490846058,0.7612683835295246,78,0.6613500682739821,0.8713856700476105,0.5329225169188607,61,0.4752719050073655,0.592858884975343,1.0,78,1.0,1.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,1_9,GBT,78,0.9953336321281512,78,0.7311569611179743,1.3082572633955984,0.736537991829981,78,0.6420464622066928,0.8432127972406304,0.56473185368856,61,0.5046759136863344,0.622832761745507,1.0,78,1.0,1.0,1275,1914,2844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,10_49,ALS,78,1.514458725649547,78,1.1501140699984396,1.9841492451702025,0.950384464478401,78,0.8443898014779675,1.0706782344877372,0.6161960580731802,66,0.5708837269182684,0.6621336783889639,1.0,78,1.0,1.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,10_49,FM,78,1.1697887446323276,78,0.8586044848438035,1.5244799809588465,0.8114554077365108,78,0.7064054140746667,0.9291839156966833,0.5703637514003193,66,0.51538639062251,0.6223236926186234,1.0,78,1.0,1.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,10_49,ALS_FM,78,1.1226104218530326,78,0.8110202816408933,1.468328026555677,0.8032311852603802,78,0.6997660104566138,0.9245269667773389,0.5990466161535507,66,0.5476927607158542,0.6464862589502514,1.0,78,1.0,1.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,10_49,RIDGE,78,1.2887344773373848,78,0.9558678932820291,1.682213045816324,0.8658056111848381,78,0.7528577261904639,0.9922228113919498,0.6165383559745037,66,0.5603711041962827,0.6675139219553181,1.0,78,1.0,1.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,10_49,GBT,78,1.1510081487753525,78,0.8534460257023554,1.4926320426973783,0.7978111076076073,78,0.6894007491227089,0.9222465051352214,0.562810820636422,66,0.5136022070370221,0.6121857830165537,1.0,78,1.0,1.0,841,1944,2936,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,50_PLUS,ALS,84,1.4938592681942584,84,1.1257483559809238,1.9541728505620308,0.9272749918799186,84,0.8243739865068525,1.042226926711871,0.5646445288237668,73,0.5201824276103818,0.6100211819560555,1.0,84,1.0,1.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,50_PLUS,FM,84,1.1242638574071635,84,0.8843265881633953,1.3962927591832222,0.7848886793154309,84,0.6931466475649257,0.8774391767406319,0.5437914611110272,73,0.5004974558885247,0.5844775976573564,1.0,84,1.0,1.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,50_PLUS,ALS_FM,84,1.1038335925112959,84,0.8442041378961107,1.4022861848249468,0.7836657923268985,84,0.6996675262249429,0.8799496822780871,0.5492115757130632,73,0.507415212772078,0.5938785712340264,1.0,84,1.0,1.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,50_PLUS,RIDGE,84,1.1188994924244238,84,0.8691792128390065,1.3918524940723926,0.803453638222321,84,0.7150233644597562,0.898090364414419,0.5437366173592552,73,0.5010261201731034,0.5851400951723053,1.0,84,1.0,1.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,100_299,50_PLUS,GBT,84,1.0864484426397516,84,0.8445998995460251,1.3606815623365596,0.7722954899375191,84,0.6888701081942411,0.8650674531739386,0.5598856806060761,73,0.5147953594934077,0.6040836395541723,1.0,84,1.0,1.0,712,2786,4353,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,ALL,ALS,187,1.1409259243170617,187,1.0218845412945172,1.2764827032031099,0.8229001317128702,187,0.7786149526313189,0.8717290719601607,0.5335822186090612,185,0.5189526115185119,0.5489485307815569,0.45209655324805165,187,0.4209466654316657,0.485774990343972,13220,35174,60965,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,ALL,FM,187,0.8975545651778494,187,0.8055365859135741,1.0106695831844354,0.7325925974761432,187,0.6975328390694048,0.7702804361568732,0.5693499471805463,185,0.5494927570456607,0.5879690454658276,0.45209655324805165,187,0.420103165027828,0.48301918366193447,13220,35174,60965,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,ALL,ALS_FM,187,0.8824621288529467,187,0.7925111433615571,0.9860193114269459,0.7299840596262149,187,0.6947775337964743,0.7683803447427109,0.577058676298778,185,0.5567308267439643,0.595178301151485,0.45209655324805165,187,0.420452021131056,0.48484373048684626,13220,35174,60965,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,ALL,RIDGE,187,0.9601586163365274,187,0.8469396457508469,1.0984935136569947,0.7510978238566334,187,0.7063654965310131,0.8010727652933115,0.5770354514797731,185,0.5555898126465773,0.5963267843228485,0.45209655324805165,187,0.4209129265599189,0.4845530574969761,13220,35174,60965,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,ALL,GBT,187,0.8759241896622115,187,0.7656555978870162,0.9991212664067533,0.709046858578547,187,0.6703831456291011,0.7493439433309166,0.5701823583945672,185,0.5536202623170999,0.587415562740403,0.45209655324805165,187,0.42048268999054367,0.4857466048227563,13220,35174,60965,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,0,ALS,184,0.8676852307172114,184,0.7613471678127043,1.002295964080686,0.7097865555727721,184,0.6678617756837045,0.7559902201130945,0.5,178,0.5,0.5,0.0,184,0.0,0.0,9391,21500,36844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,0,FM,184,0.9603479220274737,184,0.8511385387280374,1.0849589017819528,0.7629410136991727,184,0.7238482373881827,0.8082615271594029,0.5666840604471506,178,0.5445222912022776,0.5886675587163204,0.0,184,0.0,0.0,9391,21500,36844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,0,ALS_FM,184,0.9603479220274737,184,0.8484115296226239,1.0912023103409538,0.7629410136991727,184,0.7229552257277129,0.8066025883901502,0.5666840604471506,178,0.5448169368951481,0.5885497153620696,0.0,184,0.0,0.0,9391,21500,36844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,0,RIDGE,184,0.9825792180802629,184,0.856211369057961,1.1265224147888961,0.7622139219208072,184,0.7186177246525702,0.8137887252810613,0.5777193231366836,178,0.5586404813216929,0.5964852900555555,0.0,184,0.0,0.0,9391,21500,36844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,0,GBT,184,0.8986621366535369,184,0.7793840495862387,1.0351412646142166,0.7211420733042637,184,0.6784517390363415,0.7700935594214746,0.5694455622901018,178,0.550281752220708,0.589169991497977,0.0,184,0.0,0.0,9391,21500,36844,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,1_9,ALS,168,1.679596127418249,168,1.5057556275682358,1.8680561170699745,1.038984871170165,168,0.9752967067801033,1.1000679779780567,0.5460007090880293,150,0.5149434237567312,0.5746113821830411,0.9444444444444444,168,0.9097222222222223,0.9732142857142857,3126,7023,10143,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,1_9,FM,168,0.8831193949487149,168,0.7821263079312223,0.994364578220954,0.7292876823179663,168,0.6836501351841423,0.7783584109772932,0.5483698081467814,150,0.5192279903483241,0.5756714312006795,0.9444444444444444,168,0.9117063492063492,0.9742063492063492,3126,7023,10143,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,1_9,ALS_FM,168,0.8378077024732521,168,0.7454922077393296,0.9349082672544496,0.7208254557940658,168,0.6798904368995305,0.7655998492726755,0.5711615070360269,150,0.5417152171845776,0.5986100577377907,0.9444444444444444,168,0.9117063492063493,0.9732142857142857,3126,7023,10143,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,1_9,RIDGE,168,0.9639307360598383,168,0.8151800033639616,1.1383023483935988,0.7424753367502195,168,0.6870860013420447,0.801706190328839,0.5912945095893071,150,0.5636050514557338,0.6203226591542566,0.9444444444444444,168,0.9087301587301588,0.9742063492063493,3126,7023,10143,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,1_9,GBT,168,0.8597256297539813,168,0.7349481969504241,1.014585455097723,0.6963839906690618,168,0.6479942169187257,0.7483971334412033,0.5708717311330789,150,0.5417860577780244,0.6005487162173357,0.9444444444444444,168,0.9116815476190476,0.9742063492063493,3126,7023,10143,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,10_49,ALS,173,1.2120170486291622,173,1.0563042137751546,1.3893292509958883,0.8569057322252356,173,0.7977863990568181,0.9218676624241133,0.6282015411880394,160,0.5974477998908254,0.6593069170025643,0.9441233140655105,173,0.9094412331406552,0.9720616570327553,1390,4841,7405,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,10_49,FM,173,0.8165709033552269,173,0.7186518475226358,0.9346136829796803,0.6867149271198254,173,0.6421316699765004,0.7322183028671411,0.6096539574571733,160,0.5813028300764367,0.6381923082279929,0.9441233140655105,173,0.9113680154142583,0.9720857418111752,1390,4841,7405,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,10_49,ALS_FM,173,0.7570553006139582,173,0.6689459097858009,0.8599024532044632,0.6619386899545394,173,0.6193429037750341,0.7053098631724215,0.6333592345407025,160,0.6019600696378229,0.664043155427267,0.9441233140655105,173,0.9123314065510598,0.9720616570327553,1390,4841,7405,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,10_49,RIDGE,173,0.9251949919712128,173,0.8069854438314942,1.0658124323514586,0.7382067553106325,173,0.6896040627949938,0.7904033399877397,0.5928664576093263,160,0.5592451592517,0.6247441378246233,0.9441233140655105,173,0.9123314065510596,0.9730250481695567,1390,4841,7405,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,10_49,GBT,173,0.806051720193633,173,0.7081932661376824,0.924955861723387,0.6862571904528726,173,0.6436799026436606,0.7330839430419519,0.596436596509304,160,0.568414992454522,0.6235686577110243,0.9441233140655105,173,0.9113439306358381,0.9739884393063584,1390,4841,7405,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,50_PLUS,ALS,176,1.2993177351073224,176,1.1368826190026688,1.4756537369257394,0.9109526886715222,176,0.8467825133310037,0.9833585897148468,0.5642608095310662,154,0.5321475688340802,0.5963810808044032,0.9450757575757575,176,0.9119318181818182,0.9725378787878789,837,4123,6573,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,50_PLUS,FM,176,0.7727319447158809,176,0.6782206334756661,0.869345986189038,0.6783868486896861,176,0.6326499194285657,0.7245565087439436,0.5933421684949348,154,0.5624683217934509,0.6236708423733336,0.9450757575757575,176,0.9119318181818182,0.9734848484848485,837,4123,6573,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,50_PLUS,ALS_FM,176,0.7566614058190129,176,0.6730041864989809,0.8487849931186712,0.6814853206447027,176,0.6377333925305515,0.7290902966729238,0.6062683774156788,154,0.5774076820663576,0.6354681173876321,0.9450757575757575,176,0.9119318181818182,0.9734848484848484,837,4123,6573,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,50_PLUS,RIDGE,176,0.8164249948001128,176,0.7032561816073802,0.9380139509849582,0.6980119958296492,176,0.6491245734193271,0.7495836232305934,0.5597935830399077,154,0.5253296626895955,0.5914987522204014,0.9450757575757575,176,0.9138020833333332,0.9725378787878788,837,4123,6573,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,5,300_PLUS,50_PLUS,GBT,176,0.7470498855861792,176,0.6504251673276774,0.8550241572172583,0.6595858577183886,176,0.6161694594866481,0.7077680098981082,0.5570651242849092,154,0.5261611711660404,0.5867688887392649,0.9450757575757575,176,0.912878787878788,0.9725378787878789,837,4123,6573,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY
evaluation,10,0,ALL,ALS,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,10,0,ALL,FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
evaluation,10,0,ALL,ALS_FM,0,,0,,,,0,,,,0,,,,0,,,0,0,0,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
