k,group,method,users,mse,mae,pair_accuracy,pair_users,unique_movies,unique_rating_pairs,round_rating_instances
5,TRAIN_10_49,GBT,271,0.8973278967620317,0.7161506035526607,0.5881545081586527,244,1486,7395,11108
5,TRAIN_10_49,RIDGE,271,1.0156282699929806,0.7715283871634193,0.6038855647212796,244,1486,7395,11108
5,TRAIN_1_9,ALS,264,1.7846361844209528,1.0734723979845051,0.5505645258338288,228,3510,9301,13422
5,TRAIN_1_9,ALS_FM,264,0.9213689755563994,0.7530371815054493,0.5619537996389797,228,3510,9301,13422
5,TRAIN_1_9,FM,264,0.949415034992684,0.7494681416995939,0.5434737109737756,228,3510,9301,13422
5,TRAIN_1_9,GBT,264,0.9165208344928409,0.7161347265434965,0.5635478516118997,228,3510,9301,13422
5,TRAIN_1_9,RIDGE,264,0.9990312235711903,0.7534125599933105,0.5752686758941697,228,3510,9301,13422
5,TRAIN_50_PLUS,ALS,284,1.3389182577121814,0.9111939380645033,0.5707569511431795,251,863,7840,12164
5,TRAIN_50_PLUS,ALS_FM,284,0.8532478494467536,0.7090697449151029,0.5960799161603613,251,863,7840,12164
5,TRAIN_50_PLUS,FM,284,0.8667937042918176,0.7051027767864375,0.5857018622138572,251,863,7840,12164
5,TRAIN_50_PLUS,GBT,284,0.8453918873115259,0.693408017821726,0.5650486109254278,251,863,7840,12164
5,TRAIN_50_PLUS,RIDGE,284,0.8990598149200192,0.7285265103889793,0.561005059466175,251,863,7840,12164
5,WITHHELD,ALS,286,0.8818350943519653,0.6994472553078311,0.5,259,2892,9747,16603
5,WITHHELD,ALS_FM,286,0.964271353039924,0.7581877726579808,0.5592876997007238,259,2892,9747,16603
5,WITHHELD,FM,286,0.964271353039924,0.7581877726579808,0.5592876997007238,259,2892,9747,16603
5,WITHHELD,GBT,286,0.9024986988213282,0.7060948766176989,0.555453940552691,259,2892,9747,16603
5,WITHHELD,RIDGE,286,0.9933303856189428,0.7537328775345228,0.557352020361667,259,2892,9747,16603
10,2000_2009,ALS,277,1.070345970557845,0.7846209673781113,0.5848691275439873,242,2615,9165,15235
10,2000_2009,ALS_FM,277,0.9108322716807379,0.7239977055743162,0.603819925286029,242,2615,9165,15235
10,2000_2009,FM,277,0.9632493779154213,0.7453023312207281,0.5881689541944375,242,2615,9165,15235
